term,label
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propSupportURL,propSupportURL
http://localhost:3030/ethereal/data#propDeviceModelName,propDeviceModelName
http://localhost:3030/ethereal/data#propDeviceModelName,propDeviceModelName
http://localhost:3030/ethereal/data#propLocation,propLocation
http://localhost:3030/ethereal/data#propOsVersion,propOsVersion
http://localhost:3030/ethereal/data#propLocation,propLocation
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propManufacturerDetailsLink,propManufacturerDetailsLink
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propDeviceSerialNum,propDeviceSerialNum
http://localhost:3030/ethereal/data#propDeviceType,propDeviceType
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propDeviceSerialNum,propDeviceSerialNum
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propOsVersion,propOsVersion
http://localhost:3030/ethereal/data#propDeviceManufacturer,propDeviceManufacturer
http://localhost:3030/ethereal/data#propDeviceName,propDeviceName
http://localhost:3030/ethereal/data#propDeviceManufacturer,propDeviceManufacturer
http://localhost:3030/ethereal/data#propDeviceSubModelName,propDeviceSubModelName
http://localhost:3030/ethereal/data#propDeviceSerialNum,propDeviceSerialNum
http://localhost:3030/ethereal/data#propDeviceManufacturer,propDeviceManufacturer
http://localhost:3030/ethereal/data#propHardwareVersion,propHardwareVersion
http://localhost:3030/ethereal/data#spinLevelAnnc,spinLevelAnnc
http://localhost:3030/ethereal/data#propDeviceName,propDeviceName
http://localhost:3030/ethereal/supportedModes,""
http://localhost:3030/ethereal/data#propSupportURL,propSupportURL
http://localhost:3030/ethereal/data#muscle,muscle
http://localhost:3030/ethereal/data#muscle,muscle
http://localhost:3030/ethereal/data#propDeviceModelName,propDeviceModelName
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propDeviceModelName,propDeviceModelName
http://localhost:3030/ethereal/data#propSystemTime,propSystemTime
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propDeviceModelName,propDeviceModelName
http://localhost:3030/ethereal/data#propDeviceModelName,propDeviceModelName
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propDeviceSerialNum,propDeviceSerialNum
http://localhost:3030/ethereal/data#diastolicPressure,diastolicPressure
http://localhost:3030/ethereal/data#faultDetection,faultDetection
http://localhost:3030/ethereal/data#diastolicPressure,diastolicPressure
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#stepValue,stepValue
http://localhost:3030/ethereal/data#targetTemperature,targetTemperature
http://localhost:3030/ethereal/supportedModes,""
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#pulseRate,pulseRate
http://localhost:3030/ethereal/data#propDeviceSubModelName,propDeviceSubModelName
http://localhost:3030/ethereal/supportedModes,""
http://localhost:3030/ethereal/data#propDeviceManufacturer,propDeviceManufacturer
http://localhost:3030/ethereal/data#pulseRate,pulseRate
http://localhost:3030/ethereal/data#propDeviceManufacturer,propDeviceManufacturer
http://localhost:3030/ethereal/data#propDeviceSubModelName,propDeviceSubModelName
http://localhost:3030/ethereal/data#pulseRate,pulseRate
http://localhost:3030/ethereal/data#propHardwareVersion,propHardwareVersion
http://localhost:3030/ethereal/data#runMode,runMode
http://localhost:3030/ethereal/data#colourSaturation,colourSaturation
http://localhost:3030/ethereal/data#propDeviceType,propDeviceType
http://localhost:3030/ethereal/data#propLocation,propLocation
http://localhost:3030/ethereal/data#deactivateClockTimer,deactivateClockTimer
http://localhost:3030/ethereal/data#propLocation,propLocation
http://localhost:3030/ethereal/data#colourSaturation,colourSaturation
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#targetTemperature,targetTemperature
http://localhost:3030/ethereal/data#faultDetection,faultDetection
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propPresentationURL,propPresentationURL
http://localhost:3030/ethereal/data#significantDigits,significantDigits
http://localhost:3030/ethereal/data#propDeviceSerialNum,propDeviceSerialNum
http://localhost:3030/ethereal/data#propManufacturerDetailsLink,propManufacturerDetailsLink
http://localhost:3030/ethereal/data#propDeviceSerialNum,propDeviceSerialNum
http://localhost:3030/ethereal/data#lqi,lqi
http://localhost:3030/ethereal/data#doorState,doorState
http://localhost:3030/ethereal/data#propPresentationURL,propPresentationURL
http://localhost:3030/ethereal/data#propDeviceType,propDeviceType
http://localhost:3030/ethereal/data#propSystemTime,propSystemTime
http://localhost:3030/ethereal/data#propDeviceSerialNum,propDeviceSerialNum
http://localhost:3030/ethereal/data#doorState,doorState
http://localhost:3030/ethereal/data#propDeviceModelName,propDeviceModelName
http://localhost:3030/ethereal/data#propDeviceFirmwareVersion,propDeviceFirmwareVersion
http://localhost:3030/ethereal/data#propDeviceType,propDeviceType
http://localhost:3030/ethereal/data#propDeviceType,propDeviceType
http://localhost:3030/ethereal/data#propSystemTime,propSystemTime
http://localhost:3030/ethereal/data#propDeviceModelName,propDeviceModelName
http://localhost:3030/ethereal/data#propOsVersion,propOsVersion
http://localhost:3030/ethereal/data#lqi,lqi
http://localhost:3030/ethereal/data#propDeviceType,propDeviceType
http://localhost:3030/ethereal/data#propDeviceType,propDeviceType
http://localhost:3030/ethereal/data#brightnessAnnc,brightnessAnnc
http://localhost:3030/ethereal/data#propDateOfManufacture,propDateOfManufacture
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#runModeAnnc,runModeAnnc
http://localhost:3030/ethereal/data#propDateOfManufacture,propDateOfManufacture
http://localhost:3030/ethereal/data#availableChannels,availableChannels
http://localhost:3030/ethereal/data#diastolicPressure,diastolicPressure
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#runModeAnnc,runModeAnnc
http://localhost:3030/ethereal/data#battery,battery
http://localhost:3030/ethereal/data#propDeviceName,propDeviceName
http://localhost:3030/ethereal/data#propDeviceFirmwareVersion,propDeviceFirmwareVersion
http://localhost:3030/ethereal/data#binarySwitch,binarySwitch
http://localhost:3030/ethereal/data#propGenerationSource,propGenerationSource
http://localhost:3030/ethereal/data#propOsVersion,propOsVersion
http://localhost:3030/ethereal/data#propDeviceManufacturer,propDeviceManufacturer
http://localhost:3030/ethereal/data#propGenerationSource,propGenerationSource
http://localhost:3030/ethereal/data#significantDigits,significantDigits
http://localhost:3030/ethereal/data#propSystemTime,propSystemTime
http://localhost:3030/ethereal/data#propDeviceName,propDeviceName
http://localhost:3030/ethereal/data#propSupportURL,propSupportURL
http://localhost:3030/ethereal/data#propSupportURL,propSupportURL
http://localhost:3030/ethereal/data#binarySwitch,binarySwitch
http://localhost:3030/ethereal/data#propSupportURL,propSupportURL
http://localhost:3030/ethereal/data#propLocation,propLocation
http://localhost:3030/ethereal/data#current,current
http://localhost:3030/ethereal/data#propSupportURL,propSupportURL
http://localhost:3030/ethereal/data#propDeviceSubModelName,propDeviceSubModelName
http://localhost:3030/ethereal/data#propSystemTime,propSystemTime
http://localhost:3030/ethereal/data#light,light
http://localhost:3030/ethereal/data#frequency,frequency
http://localhost:3030/ethereal/data#electricVehicleConnector,electricVehicleConnector
http://localhost:3030/ethereal/data#propDeviceSubModelName,propDeviceSubModelName
http://localhost:3030/ethereal/data#current,current
http://localhost:3030/ethereal/data#alarm,alarm
http://localhost:3030/ethereal/data#frequency,frequency
http://localhost:3030/ethereal/data#propCountry,propCountry
http://localhost:3030/ethereal/data#light,light
http://localhost:3030/ethereal/data#bone,bone
http://localhost:3030/ethereal/data#propCountry,propCountry
http://localhost:3030/ethereal/data#bone,bone
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propHardwareVersion,propHardwareVersion
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#alarm,alarm
http://localhost:3030/ethereal/data#propHardwareVersion,propHardwareVersion
http://localhost:3030/ethereal/data#propManufacturerDetailsLink,propManufacturerDetailsLink
http://localhost:3030/ethereal/data#propDeviceModelName,propDeviceModelName
http://localhost:3030/ethereal/data#propDeviceSerialNum,propDeviceSerialNum
http://localhost:3030/ethereal/data#propCountry,propCountry
http://localhost:3030/ethereal/data#downVolume,downVolume
http://localhost:3030/ethereal/data#binarySwitchAnnc,binarySwitchAnnc
http://localhost:3030/ethereal/data#propDeviceModelName,propDeviceModelName
http://localhost:3030/ethereal/data#propDeviceSerialNum,propDeviceSerialNum
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propProtocol,propProtocol
http://localhost:3030/ethereal/data#light,light
http://localhost:3030/ethereal/data#propProtocol,propProtocol
http://localhost:3030/ethereal/data#light,light
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propManufacturerDetailsLink,propManufacturerDetailsLink
http://localhost:3030/ethereal/data#propDeviceManufacturer,propDeviceManufacturer
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propDeviceManufacturer,propDeviceManufacturer
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propDeviceManufacturer,propDeviceManufacturer
http://localhost:3030/ethereal/data#detectedTime,detectedTime
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#detectedTime,detectedTime
http://localhost:3030/ethereal/data#propHardwareVersion,propHardwareVersion
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#binarySwitch,binarySwitch
http://localhost:3030/ethereal/data#propHardwareVersion,propHardwareVersion
http://localhost:3030/ethereal/data#code,code
http://localhost:3030/ethereal/data#propDateOfManufacture,propDateOfManufacture
http://localhost:3030/ethereal/data#code,code
http://localhost:3030/ethereal/data#propDeviceType,propDeviceType
http://localhost:3030/ethereal/data#propDateOfManufacture,propDateOfManufacture
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propDeviceAliasName,propDeviceAliasName
http://localhost:3030/ethereal/data#propHardwareVersion,propHardwareVersion
http://localhost:3030/ethereal/data#propLocation,propLocation
http://localhost:3030/ethereal/data#propPresentationURL,propPresentationURL
http://localhost:3030/ethereal/data#propDeviceType,propDeviceType
http://localhost:3030/ethereal/data#propDeviceAliasName,propDeviceAliasName
http://localhost:3030/ethereal/data#propDeviceSerialNum,propDeviceSerialNum
http://localhost:3030/ethereal/data#propPresentationURL,propPresentationURL
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propDeviceManufacturer,propDeviceManufacturer
http://localhost:3030/ethereal/data#runModeAnnc,runModeAnnc
http://localhost:3030/ethereal/data#televisionChannel,televisionChannel
http://localhost:3030/ethereal/data#propDeviceManufacturer,propDeviceManufacturer
http://localhost:3030/ethereal/data#propDeviceModelName,propDeviceModelName
http://localhost:3030/ethereal/data#propDeviceSubModelName,propDeviceSubModelName
http://localhost:3030/ethereal/data#propDeviceType,propDeviceType
http://localhost:3030/ethereal/data#propDeviceType,propDeviceType
http://localhost:3030/ethereal/data#faultDetectionAnnc,faultDetectionAnnc
http://localhost:3030/ethereal/data#propLocation,propLocation
http://localhost:3030/ethereal/data#clockAnnc,clockAnnc
http://localhost:3030/ethereal/data#downVolume,downVolume
http://localhost:3030/ethereal/data#propDeviceFirmwareVersion,propDeviceFirmwareVersion
http://localhost:3030/ethereal/data#propDeviceSubModelName,propDeviceSubModelName
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propDeviceFirmwareVersion,propDeviceFirmwareVersion
http://localhost:3030/ethereal/data#propDeviceName,propDeviceName
http://localhost:3030/ethereal/data#propDateOfManufacture,propDateOfManufacture
http://localhost:3030/ethereal/data#runMode,runMode
http://localhost:3030/ethereal/data#oxygenSaturation,oxygenSaturation
http://localhost:3030/ethereal/data#propCountry,propCountry
http://localhost:3030/ethereal/data#propOsVersion,propOsVersion
http://localhost:3030/ethereal/data#propDeviceSerialNum,propDeviceSerialNum
http://localhost:3030/ethereal/data#propOsVersion,propOsVersion
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propPresentationURL,propPresentationURL
http://localhost:3030/ethereal/data#propCountry,propCountry
http://localhost:3030/ethereal/data#propDeviceSerialNum,propDeviceSerialNum
http://localhost:3030/ethereal/data#propPresentationURL,propPresentationURL
http://localhost:3030/ethereal/data#propDateOfManufacture,propDateOfManufacture
http://localhost:3030/ethereal/data#faultDetectionAnnc,faultDetectionAnnc
http://localhost:3030/ethereal/data#propLocation,propLocation
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propDeviceModelName,propDeviceModelName
http://localhost:3030/ethereal/data#propDeviceName,propDeviceName
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propDeviceManufacturer,propDeviceManufacturer
http://localhost:3030/ethereal/data#propDeviceSubModelName,propDeviceSubModelName
http://localhost:3030/ethereal/data#audioVideoInput,audioVideoInput
http://localhost:3030/ethereal/data#propSupportURL,propSupportURL
http://localhost:3030/ethereal/data#propOsVersion,propOsVersion
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#binarySwitch,binarySwitch
http://localhost:3030/ethereal/data#status,status
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#absoluteEnergyConsumption,absoluteEnergyConsumption
http://localhost:3030/ethereal/data#propOsVersion,propOsVersion
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propDeviceSubModelName,propDeviceSubModelName
http://localhost:3030/ethereal/data#propManufacturerDetailsLink,propManufacturerDetailsLink
http://localhost:3030/ethereal/data#propManufacturerDetailsLink,propManufacturerDetailsLink
http://localhost:3030/ethereal/data#propLocation,propLocation
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propDeviceSubModelName,propDeviceSubModelName
http://localhost:3030/ethereal/data#propManufacturerDetailsLink,propManufacturerDetailsLink
http://localhost:3030/ethereal/data#propManufacturerDetailsLink,propManufacturerDetailsLink
http://localhost:3030/ethereal/data#propDeviceFirmwareVersion,propDeviceFirmwareVersion
http://localhost:3030/ethereal/data#propDeviceName,propDeviceName
http://localhost:3030/ethereal/data#propProtocol,propProtocol
http://localhost:3030/ethereal/data#windAnnc,windAnnc
http://localhost:3030/ethereal/data#propDeviceName,propDeviceName
http://localhost:3030/ethereal/data#propProtocol,propProtocol
http://localhost:3030/ethereal/data#propSupportURL,propSupportURL
http://localhost:3030/ethereal/data#energyConsumption,energyConsumption
http://localhost:3030/ethereal/data#propDeviceManufacturer,propDeviceManufacturer
http://localhost:3030/ethereal/data#propDeviceType,propDeviceType
http://localhost:3030/ethereal/data#runMode,runMode
http://localhost:3030/ethereal/data#propSystemTime,propSystemTime
http://localhost:3030/ethereal/data#propDeviceType,propDeviceType
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propSystemTime,propSystemTime
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propCountry,propCountry
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#waterFlowAnnc,waterFlowAnnc
http://localhost:3030/ethereal/data#propDeviceSubModelName,propDeviceSubModelName
http://localhost:3030/ethereal/data#propOsVersion,propOsVersion
http://localhost:3030/ethereal/data#propDeviceAliasName,propDeviceAliasName
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propCountry,propCountry
http://localhost:3030/ethereal/data#propOsVersion,propOsVersion
http://localhost:3030/ethereal/data#silentTime,silentTime
http://localhost:3030/ethereal/data#frequency,frequency
http://localhost:3030/ethereal/data#timer,timer
http://localhost:3030/ethereal/data#propLocation,propLocation
http://localhost:3030/ethereal/data#silentTime,silentTime
http://localhost:3030/ethereal/data#current,current
http://localhost:3030/ethereal/data#frequency,frequency
http://localhost:3030/ethereal/data#propDeviceAliasName,propDeviceAliasName
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#maxValue,maxValue
http://localhost:3030/ethereal/data#propManufacturerDetailsLink,propManufacturerDetailsLink
http://localhost:3030/ethereal/data#capacity,capacity
http://localhost:3030/ethereal/data#maxValue,maxValue
http://localhost:3030/ethereal/data#propManufacturerDetailsLink,propManufacturerDetailsLink
http://localhost:3030/ethereal/data#capacity,capacity
http://localhost:3030/ethereal/data#customTemperatureAnnc,customTemperatureAnnc
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#silentTime,silentTime
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#silentTime,silentTime
http://localhost:3030/ethereal/data#propPresentationURL,propPresentationURL
http://localhost:3030/ethereal/data#spinLevel,spinLevel
http://localhost:3030/ethereal/data#upVolume,upVolume
http://localhost:3030/ethereal/data#propPresentationURL,propPresentationURL
http://localhost:3030/ethereal/data#openDuration,openDuration
http://localhost:3030/ethereal/data#openDuration,openDuration
http://localhost:3030/ethereal/data#fat,fat
http://localhost:3030/ethereal/data#code,code
http://localhost:3030/ethereal/data#propDateOfManufacture,propDateOfManufacture
http://localhost:3030/ethereal/data#detectedTime,detectedTime
http://localhost:3030/ethereal/data#code,code
http://localhost:3030/ethereal/data#propSupportURL,propSupportURL
http://localhost:3030/ethereal/data#freshTemperature,freshTemperature
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propHardwareVersion,propHardwareVersion
http://localhost:3030/ethereal/data#propDeviceSerialNum,propDeviceSerialNum
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propProtocol,propProtocol
http://localhost:3030/ethereal/data#status,status
http://localhost:3030/ethereal/data#propDeviceSerialNum,propDeviceSerialNum
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#absoluteEnergyConsumption,absoluteEnergyConsumption
http://localhost:3030/ethereal/data#fat,fat
http://localhost:3030/ethereal/data#propLocation,propLocation
http://localhost:3030/ethereal/data#absoluteEnergyConsumption,absoluteEnergyConsumption
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#detectedTime,detectedTime
http://localhost:3030/ethereal/data#relativeHumidity,relativeHumidity
http://localhost:3030/ethereal/data#propSupportURL,propSupportURL
http://localhost:3030/ethereal/data#propSupportURL,propSupportURL
http://localhost:3030/ethereal/data#absoluteEnergyConsumption,absoluteEnergyConsumption
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propProtocol,propProtocol
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#status,status
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/availableChannels,""
http://localhost:3030/ethereal/data#propLocation,propLocation
http://localhost:3030/ethereal/data#status,status
http://localhost:3030/ethereal/data#rinseLevelAnnc,rinseLevelAnnc
http://localhost:3030/ethereal/data#maxValue,maxValue
http://localhost:3030/ethereal/data#relativeHumidity,relativeHumidity
http://localhost:3030/ethereal/data#propDeviceType,propDeviceType
http://localhost:3030/ethereal/data#maxValue,maxValue
http://localhost:3030/ethereal/data#status,status
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#current,current
http://localhost:3030/ethereal/data#propDeviceAliasName,propDeviceAliasName
http://localhost:3030/ethereal/data#propLocation,propLocation
http://localhost:3030/ethereal/data#propDeviceAliasName,propDeviceAliasName
http://localhost:3030/ethereal/data#relativeHumidity,relativeHumidity
http://localhost:3030/ethereal/data#upVolume,upVolume
http://localhost:3030/ethereal/data#propDeviceModelName,propDeviceModelName
http://localhost:3030/ethereal/data#propDeviceSubModelName,propDeviceSubModelName
http://localhost:3030/ethereal/data#timerAnnc,timerAnnc
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propDateOfManufacture,propDateOfManufacture
http://localhost:3030/ethereal/data#relativeHumidity,relativeHumidity
http://localhost:3030/ethereal/data#propDeviceFirmwareVersion,propDeviceFirmwareVersion
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propDeviceSubModelName,propDeviceSubModelName
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#relativeHumidity,relativeHumidity
http://localhost:3030/ethereal/data#propCountry,propCountry
http://localhost:3030/ethereal/data#propDeviceSerialNum,propDeviceSerialNum
http://localhost:3030/ethereal/data#spinLevelStrength,spinLevelStrength
http://localhost:3030/ethereal/data#propDateOfManufacture,propDateOfManufacture
http://localhost:3030/ethereal/data#propDateOfManufacture,propDateOfManufacture
http://localhost:3030/ethereal/data#activateClockTimer,activateClockTimer
http://localhost:3030/ethereal/data#propDeviceSubModelName,propDeviceSubModelName
http://localhost:3030/ethereal/data#spinLevelStrength,spinLevelStrength
http://localhost:3030/ethereal/data#multiplyingFactors,multiplyingFactors
http://localhost:3030/ethereal/data#spinLevelStrength,spinLevelStrength
http://localhost:3030/ethereal/data#propDeviceType,propDeviceType
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propDeviceSubModelName,propDeviceSubModelName
http://localhost:3030/ethereal/data#propDeviceType,propDeviceType
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#multiplyingFactors,multiplyingFactors
http://localhost:3030/ethereal/data#waterFlow,waterFlow
http://localhost:3030/ethereal/data#spinLevelStrength,spinLevelStrength
http://localhost:3030/ethereal/data#propDeviceFirmwareVersion,propDeviceFirmwareVersion
http://localhost:3030/ethereal/data#propPresentationURL,propPresentationURL
http://localhost:3030/ethereal/data#propHardwareVersion,propHardwareVersion
http://localhost:3030/ethereal/data#propDeviceSerialNum,propDeviceSerialNum
http://localhost:3030/ethereal/data#propDeviceSerialNum,propDeviceSerialNum
http://localhost:3030/ethereal/data#propHardwareVersion,propHardwareVersion
http://localhost:3030/ethereal/data#powerSave,powerSave
http://localhost:3030/ethereal/data#refrigeration,refrigeration
http://localhost:3030/ethereal/data#propDeviceModelName,propDeviceModelName
http://localhost:3030/ethereal/data#sensitivity,sensitivity
http://localhost:3030/ethereal/data#propDeviceModelName,propDeviceModelName
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propDeviceModelName,propDeviceModelName
http://localhost:3030/ethereal/data#propCountry,propCountry
http://localhost:3030/ethereal/data#propCountry,propCountry
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#sensitivity,sensitivity
http://localhost:3030/ethereal/data#turbo,turbo
http://localhost:3030/ethereal/data#propDeviceSerialNum,propDeviceSerialNum
http://localhost:3030/ethereal/data#propOsVersion,propOsVersion
http://localhost:3030/ethereal/data#propDeviceFirmwareVersion,propDeviceFirmwareVersion
http://localhost:3030/ethereal/data#multiplyingFactors,multiplyingFactors
http://localhost:3030/ethereal/data#propDeviceFirmwareVersion,propDeviceFirmwareVersion
http://localhost:3030/ethereal/data#propPresentationURL,propPresentationURL
http://localhost:3030/ethereal/data#propDeviceFirmwareVersion,propDeviceFirmwareVersion
http://localhost:3030/ethereal/data#propCountry,propCountry
http://localhost:3030/ethereal/data#propLocation,propLocation
http://localhost:3030/ethereal/data#propManufacturerDetailsLink,propManufacturerDetailsLink
http://localhost:3030/ethereal/data#propPresentationURL,propPresentationURL
http://localhost:3030/ethereal/data#binarySwitch,binarySwitch
http://localhost:3030/ethereal/data#propOsVersion,propOsVersion
http://localhost:3030/ethereal/data#powerState,powerState
http://localhost:3030/ethereal/data#waterLevel,waterLevel
http://localhost:3030/ethereal/data#rssi,rssi
http://localhost:3030/ethereal/data#propManufacturerDetailsLink,propManufacturerDetailsLink
http://localhost:3030/ethereal/data#rssi,rssi
http://localhost:3030/ethereal/data#propSupportURL,propSupportURL
http://localhost:3030/ethereal/data#status,status
http://localhost:3030/ethereal/data#multiplyingFactors,multiplyingFactors
http://localhost:3030/ethereal/data#status,status
http://localhost:3030/ethereal/data#propProtocol,propProtocol
http://localhost:3030/ethereal/data#propProtocol,propProtocol
http://localhost:3030/ethereal/data#hotWaterSupply,hotWaterSupply
http://localhost:3030/ethereal/data#turboAnnc,turboAnnc
http://localhost:3030/ethereal/data#propHardwareVersion,propHardwareVersion
http://localhost:3030/ethereal/data#binarySwitch,binarySwitch
http://localhost:3030/ethereal/data#status,status
http://localhost:3030/ethereal/data#pushed,pushed
http://localhost:3030/ethereal/data#propOsVersion,propOsVersion
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propDeviceAliasName,propDeviceAliasName
http://localhost:3030/ethereal/data#frozenTemperature,frozenTemperature
http://localhost:3030/ethereal/data#pushed,pushed
http://localhost:3030/ethereal/data#propSystemTime,propSystemTime
http://localhost:3030/ethereal/data#propDeviceFirmwareVersion,propDeviceFirmwareVersion
http://localhost:3030/ethereal/data#referenceTimer,referenceTimer
http://localhost:3030/ethereal/data#propPresentationURL,propPresentationURL
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propDeviceAliasName,propDeviceAliasName
http://localhost:3030/ethereal/data#propDeviceSubModelName,propDeviceSubModelName
http://localhost:3030/ethereal/data#propCountry,propCountry
http://localhost:3030/ethereal/data#propLocation,propLocation
http://localhost:3030/ethereal/data#sensitivity,sensitivity
http://localhost:3030/ethereal/data#powerState,powerState
http://localhost:3030/ethereal/data#propDeviceName,propDeviceName
http://localhost:3030/ethereal/data#propManufacturerDetailsLink,propManufacturerDetailsLink
http://localhost:3030/ethereal/data#propDeviceName,propDeviceName
http://localhost:3030/ethereal/data#powerState,powerState
http://localhost:3030/ethereal/data#referenceTimer,referenceTimer
http://localhost:3030/ethereal/data#status,status
http://localhost:3030/ethereal/data#faultDetection,faultDetection
http://localhost:3030/ethereal/data#powerState,powerState
http://localhost:3030/ethereal/data#propDeviceSubModelName,propDeviceSubModelName
http://localhost:3030/ethereal/data#propLocation,propLocation
http://localhost:3030/ethereal/data#propSystemTime,propSystemTime
http://localhost:3030/ethereal/data#propPresentationURL,propPresentationURL
http://localhost:3030/ethereal/data#bone,bone
http://localhost:3030/ethereal/data#clock,clock
http://localhost:3030/ethereal/data#bone,bone
http://localhost:3030/ethereal/data#battery,battery
http://localhost:3030/ethereal/data#bone,bone
http://localhost:3030/ethereal/data#propDischargingCapacity,propDischargingCapacity
http://localhost:3030/ethereal/data#wind,wind
http://localhost:3030/ethereal/data#propDeviceFirmwareVersion,propDeviceFirmwareVersion
http://localhost:3030/ethereal/data#propOsVersion,propOsVersion
http://localhost:3030/ethereal/data#propDischargingCapacity,propDischargingCapacity
http://localhost:3030/ethereal/data#propDeviceSerialNum,propDeviceSerialNum
http://localhost:3030/ethereal/data#pushed,pushed
http://localhost:3030/ethereal/data#propManufacturerDetailsLink,propManufacturerDetailsLink
http://localhost:3030/ethereal/data#temperature,temperature
http://localhost:3030/ethereal/data#spinLevelStrength,spinLevelStrength
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#propPresentationURL,propPresentationURL
http://localhost:3030/ethereal/data#propProtocol,propProtocol
http://localhost:3030/ethereal/data#sensitivity,sensitivity
http://localhost:3030/ethereal/data#propProtocol,propProtocol
http://localhost:3030/ethereal/data#childResource,childResource
http://localhost:3030/ethereal/data#runMode,runMode
http://localhost:3030/ethereal/data#propDeviceType,propDeviceType
http://localhost:3030/ethereal/data#pushed,pushed
http://localhost:3030/ethereal/data#propDeviceSubModelName,propDeviceSubModelName
http://localhost:3030/ethereal/data#propDeviceType,propDeviceType
http://localhost:3030/ethereal/data#propDeviceSerialNum,propDeviceSerialNum
